crop,area1000hectares,production1000tonnes,irrigatedarea1000hectares,districtcode,year,statecode,statename,nitrogenconsumptiontonnes,phosphateconsumptiontonnes,potashconsumptiontonnes,districtname,district,kharif_rainfall_mm,District Name,salinity_alkalinity_percentage
Finger Millet,,,,224,2017,12,Uttar Pradesh,79550,30817,4398,Azamgarh,Azamgarh,924.900011,Azamgarh,71.83476231
Finger Millet,,,,225,2017,12,Uttar Pradesh,21074,9715,622,Lucknow,Lucknow,727.330004,Lucknow,91.83590103
Finger Millet,,,,226,2017,12,Uttar Pradesh,41140,16272,1593,Unnao,Unnao,606.410013,Unnao,84.79127544
Finger Millet,,,,227,2017,12,Uttar Pradesh,75823,30469,3511,Rae Bareli,Rae Bareli,725.250015,Rae Bareli,71.99218903
Finger Millet,,,,228,2017,12,Uttar Pradesh,88206,32282,7455,Sitapur,Sitapur,825.9399940000001,Sitapur,45.14381337
Finger Millet,,,,229,2017,12,Uttar Pradesh,94914,35036,2807,Hardoi,Hardoi,649.749995,Hardoi,25.28892102
Finger Millet,,,,230,2017,12,Uttar Pradesh,45798,15564,4193,Kheri,Kheri,1036.252406,Kheri,14.0000795
Finger Millet,,,,231,2017,12,Uttar Pradesh,62705,23442,4158,Ayodhya,Ayodhya,674.71,Ayodhya,50.68125474
Finger Millet,,,,232,2017,12,Uttar Pradesh,60511,21845,5206,Gonda,Gonda,817.03999,Gonda,0.79923882
Finger Millet,,,,233,2017,12,Uttar Pradesh,76222,28989,12216,Bahraich,Bahraich,863.960011,Bahraich,0.0
Finger Millet,,,,234,2017,12,Uttar Pradesh,50043,20285,2169,Sultanpur,Sultanpur,609.54,Sultanpur,57.49787596
Finger Millet,,,,235,2017,12,Uttar Pradesh,28992,11866,4210,Pratapgarh,Pratapgarh,777.0900158,Pratapgarh,45.41164744
Finger Millet,,,,236,2017,12,Uttar Pradesh,57527,17469,2933,Barabanki,Barabanki,748.220009,Barabanki,44.39473326
Finger Millet,1.9,3.1099999,0.029999999,237,2017,16,Uttarakhand,117390,15316,6314,Nainital,Nainital,1074.78997,Nainital,10.50496733
Finger Millet,36.919998,40.279999,0.02,238,2017,16,Uttarakhand,428,112,36,Almora,Almora,940.73999,Almora,1.33918839
Finger Millet,11.92,19.790001,0.0,239,2017,16,Uttarakhand,475,127,43,Pithoragarh,Pithoragarh,903.71001,Pithoragarh,0.0
Finger Millet,16.209999,23.91,0.0,240,2017,16,Uttarakhand,86,45,2,Chamoli,Chamoli,851.64001,Chamoli,0.127974096
Finger Millet,5.23,9.2200003,0.0,241,2017,16,Uttarakhand,137,149,33,Uttar Kashi,Uttar Kashi,804.71,Uttar Kashi,0.0
Finger Millet,11.08,17.549999,0.02,242,2017,16,Uttarakhand,75,33,2,Tehri Garhwal,Tehri Garhwal,1039.34999,Tehri Garhwal,1.340415995
Finger Millet,17.08,23.049999,0.0,243,2017,16,Uttarakhand,374,103,6,Pauri Garhwal,Pauri Garhwal,952.10999,Pauri Garhwal,1.118322468
Finger Millet,1.17,1.9400001,0.0,244,2017,16,Uttarakhand,3319,887,99,Dehradun,Dehradun,1146.29001,Dehradun,7.676887549
Finger Millet,,,,601,2017,17,Assam,18845,6022,5409,Cachar,Cachar,2143.05142,Cachar,0.0
Finger Millet,,,,602,2017,17,Assam,17159,5484,4925,Darrang,Darrang,906.07673,Darrang,0.0
Finger Millet,,,,603,2017,17,Assam,15212,4861,4367,Dibrugarh,Dibrugarh,1255.43999,Dibrugarh,0.0
Finger Millet,,,,604,2017,17,Assam,30285,9638,8693,Goalpara,Goalpara,1984.64999,Goalpara,0.0
Finger Millet,,,,605,2017,17,Assam,27341,8737,7849,Kamrup,Kamrup,1274.37878,Kamrup,0.007592246
Finger Millet,,,,606,2017,17,Assam,3226,1031,926,Karbi Anglong,Karbi Anglong,0.0,Karbi Anglong,0.0
Finger Millet,,,,607,2017,17,Assam,10347,3306,2966,Lakhimpur,Lakhimpur,1775.56567,Lakhimpur,0.421320792
Finger Millet,,,,609,2017,17,Assam,15521,4960,4456,Nagaon,Nagaon,994.18001,Nagaon,0.0
Finger Millet,,,,626,2017,18,Himachal Pradesh,1915,107,45,Bilashpur,Bilashpur,933.140022,,
Finger Millet,,,,627,2017,18,Himachal Pradesh,1134,88,63,Chamba,Chamba,685.920001,Chamba,0.0
Finger Millet,,,,629,2017,18,Himachal Pradesh,14180,2766,1409,Kangra,Kangra,1190.30002,Kangra,0.251895137
Finger Millet,0.02,0.0099999998,0.0099999998,630,2017,18,Himachal Pradesh,111,64,89,Kinnaur,Kinnaur,392.039999,Kinnaur,0.0
Finger Millet,0.2,0.16,0.33399999,631,2017,18,Himachal Pradesh,2786,1384,1882,Kullu,Kullu,721.359994,Kullu,1.105313459
Finger Millet,,,,632,2017,18,Himachal Pradesh,182,183,109,Lahul And Spiti,Lahul And Spiti,673.3599939999999,Lahul And Spiti,0.0
Finger Millet,,,,633,2017,18,Himachal Pradesh,2429,474,253,Solan,Solan,624.739997,Solan,0.982709001
Finger Millet,0.69999999,0.69,11.696,634,2017,18,Himachal Pradesh,4378,1152,892,Mandi,Mandi,985.429998,Mandi,1.919423925
Finger Millet,0.63999999,0.89999998,0.40099999,635,2017,18,Himachal Pradesh,6111,2888,6051,Shimla,Shimla,567.73001,Shimla,1.735352711
Finger Millet,0.25,0.15000001,9.4180002,636,2017,18,Himachal Pradesh,3375,665,387,Sirmaur,Sirmaur,753.0799999999999,Sirmaur,0.248091983
Finger Millet,,,,651,2017,19,Kerala,9747,2587,2629,Alappuzha,Alappuzha,726.98999,Alappuzha,0.0
Finger Millet,,,,652,2017,19,Kerala,11783,4305,7718,Kannur,Kannur,896.6299899999999,Kannur,0.0
Finger Millet,0.029999999,0.050000001,0.0,655,2017,19,Kerala,25706,9087,12772,Kottayam,Kottayam,581.350009,Kottayam,0.0
Finger Millet,,,,656,2017,19,Kerala,9488,3722,7182,Kozhikode,Kozhikode,471.289997,Kozhikode,0.0
Finger Millet,,,,657,2017,19,Kerala,9128,3381,5504,Malappuram,Malappuram,382.879997,Malappuram,0.0
Finger Millet,0.050000001,0.050000001,0.0,658,2017,19,Kerala,28176,5271,6717,Palakkad,Palakkad,570.08,Palakkad,0.0
Finger Millet,,,,659,2017,19,Kerala,6507,3559,4216,Kollam,Kollam,687.790002,Kollam,0.0
Finger Millet,,,,660,2017,19,Kerala,12512,3057,4532,Thrissur,Thrissur,734.31998,Thrissur,0.0
Finger Millet,,,,661,2017,19,Kerala,6500,1439,809,Thiruvananthapuram,Thiruvananthapuram,565.98001,Thiruvananthapuram,0.0
Finger Millet,0.07,0.050000001,0.0,901,2017,2,Bihar,125927,46593,20330,Champaran,Champaran,1549.7899980000002,Champaran,14.645806636
Finger Millet,0.090000004,0.090000004,0.050000001,902,2017,2,Bihar,109463,43421,21188,Muzaffarpur,Muzaffarpur,642.720001,Muzaffarpur,32.96913214
Finger Millet,0.64999998,1.22,0.60000002,903,2017,2,Bihar,79877,31528,13340,Darbhanga,Darbhanga,1001.969987,Darbhanga,0.001554714
Finger Millet,1.98,1.4400001,0.0,904,2017,2,Bihar,44082,18294,11692,Saharsa,Saharsa,839.480022,Saharsa,4.42241708
Finger Millet,0.94,0.92000002,0.0,906,2017,2,Bihar,65685,16211,3535,Saran,Saran,359.05000199999995,Saran,36.82237186
Finger Millet,,,,907,2017,2,Bihar,90899,24771,4278,Patna,Patna,504.499998,Patna,7.589995311
Finger Millet,0.1,0.1,0.0,908,2017,2,Bihar,125661,42562,21130,Munger,Munger,403.819986,Munger,0.0
Finger Millet,,,,909,2017,2,Bihar,60780,19306,11211,Bhagalpur,Bhagalpur,625.79999,Bhagalpur,2.950756596
Finger Millet,1.6900001,1.21,17.784,910,2017,15,Jharkhand,29186,28287,7303,Dumka,Dumka,915.57999,Dumka,0.0
Finger Millet,,,,911,2017,2,Bihar,162928,50799,7932,Bhojpur,Bhojpur,331.780011,Bhojpur,25.36546075
Finger Millet,0.25,0.25,0.0099999998,912,2017,2,Bihar,99317,30221,4369,Gaya,Gaya,592.5899890000001,Gaya,1.25790507
Finger Millet,2.6400001,1.85,16.091,913,2017,15,Jharkhand,15376,11091,1486,Hazaribagh,Hazaribagh,1126.25002,Hazaribagh,0.0
Finger Millet,0.28999999,0.2,0.245,914,2017,15,Jharkhand,427,297,82,Dhanbad,Dhanbad,909.95002,Dhanbad,0.0
Finger Millet,0.28,0.31,24.889999,915,2017,15,Jharkhand,16063,8959,1702,Palamu,Palamu,696.489987,Palamu,0.0
Finger Millet,11.21,13.14,4.7519999,916,2017,15,Jharkhand,28893,20374,3949,Ranchi,Ranchi,1184.74001,Ranchi,0.0
Finger Millet,2.9100001,1.78,0.285,917,2017,15,Jharkhand,2588,1600,122,Singhbhum,Singhbhum,686.2199889999999,Singhbhum,0.0
